Interest Rate,Rate Spread,Loan Amount,Loan-to-Value Ratio,No Intro Rate Period,Intro Rate Period,Property Value,Income,Debt-to-Income Ratio,Term 360,Conforming,State,Product Type,Race,Ethnicity,Sex,Low-Priced
0.04375,0.00407,125000.0,0.923,1,0,135000.0,41000.0,0.43,1.0,1.0,WV,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00526,155000.0,1.0094,1,0,155000.0,44000.0,0.38,1.0,1.0,MO,fsa_rhs,White,Non-Hispanic,Female,1.0
0.04375,0.00255,1605000.0,0.73173,0,120,2205000.0,389000.0,0.41,1.0,0.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.045,0.003201,195000.0,0.95,1,0,205000.0,40000.0,0.43,1.0,1.0,ID,conventional,White,Non-Hispanic,Male,1.0
0.05,0.0058299999999999,135000.0,0.6,1,0,225000.0,59000.0,0.25,1.0,1.0,FL,conventional,White,Hispanic,Male,1.0
0.03875,0.00109,145000.0,0.8,1,0,185000.0,105000.0,0.1,0.0,1.0,FL,conventional,Black,Non-Hispanic,Female,1.0
0.04875,0.0110499999999999,525000.0,0.9404,1,0,545000.0,130000.0,0.55,1.0,1.0,NJ,fha,White,Hispanic,Male,1.0
0.0475,0.00294,205000.0,0.8,1,0,265000.0,63000.0,0.33,1.0,1.0,MN,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00327,155000.0,0.8138299999999999,1,0,185000.0,47000.0,0.49,1.0,1.0,MI,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.01861,155000.0,0.965,1,0,155000.0,42000.0,0.55,1.0,1.0,MO,fha,White,Non-Hispanic,Male,0.0
0.04375,0.00255,285000.0,0.8,1,0,355000.0,233000.0,0.25,0.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.0463,0.00504,315000.0,0.95,1,0,345000.0,92000.0,0.43,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.03375,-0.0001799999999999,55000.0,0.51,1,0,105000.0,23000.0,0.25,0.0,1.0,PR,conventional,White,Hispanic,Male,1.0
0.0425,-0.0017299999999999,655000.0,0.7278600000000001,1,0,895000.0,153000.0,0.48,1.0,1.0,MD,conventional,White,Non-Hispanic,Male,1.0
0.05375,0.00804,435000.0,0.95,1,0,465000.0,122000.0,0.33,1.0,1.0,MO,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00416,155000.0,0.4921,1,0,315000.0,0.0,0.37,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00775,235000.0,1.0,1,0,225000.0,75000.0,0.55,1.0,1.0,OH,va,Asian,Non-Hispanic,Male,1.0
0.0425,0.0069399999999999,235000.0,0.965,1,0,235000.0,110000.0,0.25,1.0,1.0,TN,fha,White,Non-Hispanic,Male,1.0
0.035,-0.002682,705000.0,0.85,0,60,835000.0,262000.0,0.38,1.0,0.0,OK,conventional,White,Non-Hispanic,Male,1.0
0.05625,0.0202599999999999,65000.0,0.98187,0,120,65000.0,33000.0,0.39,1.0,1.0,KY,fha,White,Non-Hispanic,Female,0.0
0.04875,0.00461,155000.0,1.0,1,0,155000.0,46000.0,0.55,1.0,1.0,TN,va,White,Non-Hispanic,Male,1.0
0.045,-0.00117,565000.0,0.7379000000000001,1,0,775000.0,350000.0,0.25,1.0,0.0,AZ,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00223,175000.0,0.8,1,0,225000.0,46000.0,0.42,1.0,1.0,TX,conventional,White,Hispanic,Female,1.0
0.045,0.00745,195000.0,0.97,1,0,205000.0,147000.0,0.25,0.0,1.0,KS,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00184,365000.0,0.9361,1,0,395000.0,113000.0,0.33,1.0,1.0,CO,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00954,175000.0,0.95,1,0,185000.0,62000.0,0.47,1.0,1.0,LA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01253,245000.0,0.965,1,0,255000.0,56000.0,0.55,1.0,1.0,AZ,fha,Black,Non-Hispanic,Female,1.0
0.03875,-0.001796,305000.0,0.8,1,0,385000.0,93000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.055,0.0192999999999999,195000.0,0.9818,1,0,205000.0,88000.0,0.55,1.0,1.0,RI,fha,White,Non-Hispanic,Female,0.0
0.0562999999999999,0.02169,235000.0,0.8042,1,0,285000.0,47000.0,0.42,1.0,1.0,AZ,fha,White,Non-Hispanic,Female,0.0
0.04375,-0.00201,265000.0,0.8,1,0,335000.0,90000.0,0.25,1.0,1.0,GA,conventional,White,Non-Hispanic,Female,1.0
0.0525,0.00959,155000.0,1.0,1,0,155000.0,89000.0,0.25,1.0,1.0,GA,va,Black,Non-Hispanic,Male,1.0
0.0425,0.00336,375000.0,0.95,1,0,395000.0,73000.0,0.33,1.0,1.0,OR,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.01199,385000.0,0.98189,1,0,395000.0,150000.0,0.33,1.0,1.0,NY,fha,Black,Non-Hispanic,Male,1.0
0.04625,-0.00145,225000.0,1.0214,1,0,215000.0,50000.0,0.55,1.0,1.0,VA,va,Black,Hispanic,Female,1.0
0.04625,0.00799,255000.0,0.965,1,0,255000.0,72000.0,0.55,1.0,1.0,SC,fha,Black,Non-Hispanic,Male,1.0
0.05,0.01399,105000.0,0.98188,1,0,105000.0,27000.0,0.44,1.0,1.0,OK,fha,White,Hispanic,Male,1.0
0.045,0.0007,105000.0,0.78,1,0,135000.0,47000.0,0.1,1.0,1.0,IN,conventional,White,Non-Hispanic,Female,1.0
0.0425,-0.0034999999999999,655000.0,0.8,1,0,825000.0,211000.0,0.25,1.0,1.0,CA,conventional,White,Non-Hispanic,Female,1.0
0.0375,0.00057,185000.0,0.7012999999999999,1,0,265000.0,61000.0,0.47,0.0,1.0,TX,conventional,White,Hispanic,Female,1.0
0.05125,0.007456,105000.0,0.95,1,0,115000.0,56000.0,0.42,1.0,1.0,TX,conventional,Black,Non-Hispanic,Female,1.0
0.0349,-0.0094799999999999,75000.0,0.6261,1,0,115000.0,32000.0,0.1,1.0,1.0,MN,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00217,265000.0,0.9,1,0,295000.0,53000.0,0.44,1.0,1.0,MO,conventional,White,Non-Hispanic,Male,1.0
0.05625,0.02355,215000.0,0.965,1,0,215000.0,66000.0,0.33,1.0,1.0,WA,fha,White,Non-Hispanic,Male,0.0
0.0475,0.0089,195000.0,0.97,1,0,205000.0,87000.0,0.41,1.0,1.0,TX,conventional,Black,Non-Hispanic,Female,1.0
0.04375,0.00931,205000.0,0.965,1,0,205000.0,53000.0,0.44,1.0,1.0,MD,fha,Black,Non-Hispanic,Female,1.0
0.04625,0.01044,295000.0,0.965,1,0,305000.0,83000.0,0.55,1.0,1.0,TX,fha,White,Hispanic,Male,1.0
0.045,0.00582,195000.0,0.9848,1,0,205000.0,52000.0,0.43,1.0,1.0,VA,fsa_rhs,Black,Non-Hispanic,Female,1.0
0.04625,0.00133,295000.0,0.8,1,0,365000.0,100000.0,0.48,1.0,1.0,SC,conventional,White,Non-Hispanic,Male,1.0
0.045,0.01471,295000.0,0.965,1,0,295000.0,90000.0,0.39,1.0,1.0,CA,fha,White,Non-Hispanic,Female,1.0
0.0475,0.0068899999999999,345000.0,0.95,1,0,365000.0,115000.0,0.44,1.0,1.0,NY,conventional,White,Non-Hispanic,Male,1.0
0.05,0.0004,55000.0,1.046,1,0,55000.0,42000.0,0.1,1.0,1.0,AL,fha,Black,Non-Hispanic,Male,1.0
0.0525,0.01761,165000.0,1.00266,1,0,175000.0,46000.0,0.42,1.0,1.0,FL,fha,Black,Non-Hispanic,Female,0.0
0.0475,0.00896,255000.0,0.95,1,0,255000.0,62000.0,0.46,1.0,1.0,TX,fha,Black,Non-Hispanic,Male,1.0
0.05,0.02072,185000.0,0.965,1,0,185000.0,44000.0,0.55,1.0,1.0,IL,fha,Black,Non-Hispanic,Male,0.0
0.05375,0.02129,155000.0,0.95,1,0,165000.0,104000.0,0.49,1.0,1.0,TN,conventional,White,Non-Hispanic,Male,0.0
0.0475,0.00278,355000.0,0.9,1,0,395000.0,0.0,0.25,1.0,1.0,TX,conventional,Asian,Non-Hispanic,Male,1.0
0.04375,-0.0020499999999999,205000.0,1.0,1,0,205000.0,57000.0,0.39,1.0,1.0,NM,va,White,Hispanic,Male,1.0
0.06625,0.02145,95000.0,0.97,1,0,95000.0,34000.0,0.33,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,0.0
0.0448,0.0004399999999999,195000.0,0.94,0,84,215000.0,61000.0,0.42,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.055,0.01776,145000.0,0.99935,1,0,155000.0,45000.0,0.45,1.0,1.0,FL,conventional,Black,Non-Hispanic,Female,0.0
0.04875,0.013362,185000.0,0.9282,1,0,195000.0,84000.0,0.43,1.0,1.0,SC,fha,White,Hispanic,Male,1.0
0.0525,0.01612,85000.0,0.965,1,0,85000.0,33000.0,0.55,1.0,1.0,TN,fha,White,Non-Hispanic,Male,0.0
0.04625,0.00045,205000.0,0.8,1,0,255000.0,35000.0,0.46,1.0,1.0,AZ,conventional,White,Non-Hispanic,Female,1.0
0.0475,0.0130499999999999,215000.0,0.965,1,0,225000.0,72000.0,0.41,1.0,1.0,MN,fha,White,Non-Hispanic,Female,1.0
0.0773,0.03759,55000.0,0.6483,0,180,85000.0,30000.0,0.75,0.0,1.0,WI,conventional,White,Hispanic,Female,0.0
0.04125,-0.001526,215000.0,0.8,1,0,275000.0,79000.0,0.33,0.0,1.0,OH,conventional,White,Hispanic,Male,1.0
0.0475,0.00775,135000.0,0.99977,1,0,135000.0,40000.0,0.44,1.0,1.0,MO,fsa_rhs,White,Non-Hispanic,Female,1.0
0.0475,0.00751,285000.0,0.5,1,0,575000.0,115000.0,0.33,0.0,1.0,CO,conventional,Asian,Non-Hispanic,Male,1.0
0.0425,-0.00203,365000.0,0.7829999999999999,1,0,465000.0,71000.0,0.49,1.0,1.0,CO,va,White,Non-Hispanic,Male,1.0
0.055,0.02147,155000.0,0.965,1,0,175000.0,48000.0,0.33,1.0,1.0,VA,fha,Black,Non-Hispanic,Male,0.0
0.0388,0.00874,205000.0,0.965,1,0,215000.0,53000.0,0.55,1.0,1.0,LA,fha,White,Non-Hispanic,Female,1.0
0.0475,0.005036,135000.0,0.97,1,0,135000.0,37000.0,0.48,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.00594,205000.0,0.8,1,0,265000.0,120000.0,0.33,1.0,1.0,VA,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00345,165000.0,0.8,1,0,205000.0,72000.0,0.38,1.0,1.0,CT,conventional,White,Hispanic,Female,1.0
0.04875,0.0095,255000.0,0.95,1,0,275000.0,97000.0,0.47,1.0,1.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.00269,165000.0,0.8,1,0,215000.0,50000.0,0.44,1.0,1.0,SC,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01179,285000.0,0.965,1,0,285000.0,58000.0,0.55,1.0,1.0,PA,fha,White,Non-Hispanic,Male,1.0
0.04375,0.00016,345000.0,0.5965,1,0,575000.0,67000.0,0.43,1.0,1.0,NY,conventional,Native american,Non-Hispanic,Female,1.0
0.04875,0.00383,455000.0,0.6618,1,0,685000.0,90000.0,0.41,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,1.0
0.04375,0.00928,285000.0,0.95,1,0,305000.0,47000.0,0.49,1.0,1.0,MI,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.0026,375000.0,0.73466,1,0,505000.0,74000.0,0.48,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Female,1.0
0.0425,0.00306,345000.0,0.8,1,0,425000.0,108000.0,0.44,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.03875,-0.00041,325000.0,0.8,1,0,405000.0,80000.0,0.4,1.0,1.0,TN,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.001967,135000.0,0.8,1,0,165000.0,54000.0,0.25,1.0,1.0,WI,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00145,345000.0,0.7998999999999999,1,0,435000.0,171000.0,0.25,1.0,1.0,MI,conventional,White,Non-Hispanic,Male,1.0
0.0449,0.00499,365000.0,0.95,1,0,385000.0,114000.0,0.39,1.0,1.0,NH,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00512,115000.0,0.97,1,0,115000.0,33000.0,0.37,1.0,1.0,TX,conventional,White,Hispanic,Female,1.0
0.04375,0.00219,235000.0,0.8881,1,0,265000.0,75000.0,0.25,1.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.0425,-0.0035299999999999,435000.0,0.79935,1,0,545000.0,94000.0,0.45,1.0,1.0,CO,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.00868,275000.0,0.95,1,0,285000.0,128000.0,0.25,1.0,1.0,GA,conventional,Black,Hispanic,Male,1.0
0.04625,0.00031,305000.0,0.9477,1,0,325000.0,98000.0,0.49,1.0,1.0,CA,va,White,Non-Hispanic,Male,1.0
0.04625,0.000509,425000.0,1.0,1,0,425000.0,64000.0,0.47,1.0,1.0,UT,va,White,Hispanic,Male,1.0
0.04875,0.00541,145000.0,0.95,1,0,185000.0,115000.0,0.36,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.04,0.00075,335000.0,0.75,1,0,455000.0,110000.0,0.25,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.0425,0.00782,105000.0,0.95,1,0,115000.0,48000.0,0.49,1.0,1.0,IA,conventional,White,Non-Hispanic,Male,1.0
0.05,0.00615,95000.0,0.99431,1,0,95000.0,38000.0,0.33,1.0,1.0,MO,fsa_rhs,White,Non-Hispanic,Male,1.0
0.04375,-0.0023699999999999,1425000.0,0.7,1,0,2035000.0,272000.0,0.43,1.0,0.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.04125,-0.0030399999999999,835000.0,0.75,1,0,1115000.0,163000.0,0.4,1.0,0.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.05,0.0100699999999999,375000.0,0.95,1,0,395000.0,117000.0,0.36,1.0,1.0,NV,conventional,White,Non-Hispanic,Male,1.0
0.04125,0.01075,105000.0,0.84746,1,0,115000.0,61000.0,0.1,1.0,1.0,PA,fha,White,Non-Hispanic,Male,1.0
0.03625,-0.00246,705000.0,0.75676,1,0,925000.0,172000.0,0.33,1.0,0.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.0475,0.01044,165000.0,0.9818,1,0,165000.0,35000.0,0.55,1.0,1.0,MO,fha,White,Non-Hispanic,Male,1.0
0.04625,0.00374,295000.0,0.77,1,0,385000.0,82000.0,0.37,1.0,1.0,WA,conventional,White,Non-Hispanic,Male,1.0
0.0499,0.0113,295000.0,0.965,1,0,295000.0,66000.0,0.38,1.0,1.0,MD,fha,White,Hispanic,Female,1.0
0.0375,0.00806,215000.0,0.965,1,0,225000.0,71000.0,0.55,1.0,1.0,WI,fha,White,Non-Hispanic,Male,1.0
0.04875,0.00413,505000.0,0.79,1,0,645000.0,93000.0,0.49,1.0,1.0,CA,conventional,Asian,Non-Hispanic,Male,1.0
0.05,0.0014199999999999,525000.0,0.7,1,0,755000.0,153000.0,0.37,1.0,0.0,AL,conventional,White,Non-Hispanic,Male,1.0
0.0325,-0.00267,335000.0,0.703,1,0,465000.0,52000.0,0.46,1.0,1.0,FL,fha,White,Hispanic,Male,1.0
0.04625,0.01044,565000.0,0.965,1,0,575000.0,102000.0,0.55,1.0,1.0,WA,fha,Black,Non-Hispanic,Male,1.0
0.04625,0.00215,455000.0,0.89723,1,0,505000.0,150000.0,0.33,1.0,1.0,TX,conventional,White,Hispanic,Male,1.0
0.06,0.0255,195000.0,0.9818,1,0,195000.0,65000.0,0.46,1.0,1.0,TN,fha,White,Non-Hispanic,Male,0.0
0.04625,0.00445,145000.0,1.0,1,0,135000.0,81000.0,0.55,1.0,1.0,MO,va,White,Non-Hispanic,Male,1.0
0.055,0.01226,85000.0,0.8,1,0,105000.0,32000.0,0.33,1.0,1.0,TX,conventional,Black,Hispanic,Male,1.0
0.0525,0.01698,255000.0,0.9819,1,0,265000.0,90000.0,0.36,1.0,1.0,TX,fha,Black,Non-Hispanic,Female,0.0
0.035,-0.00294,675000.0,0.77408,0,84,875000.0,270000.0,0.36,1.0,0.0,MA,conventional,Asian,Non-Hispanic,Male,1.0
0.05125,0.01299,115000.0,1.01667,1,0,125000.0,53000.0,0.48,1.0,1.0,KY,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00483,275000.0,0.99326,1,0,275000.0,67000.0,0.4,1.0,1.0,NC,fsa_rhs,Black,Hispanic,Female,1.0
0.03875,-0.00114,445000.0,0.8,1,0,555000.0,70000.0,0.47,1.0,1.0,NY,conventional,Asian,Non-Hispanic,Male,1.0
0.04625,0.0028799999999999,285000.0,1.0,1,0,275000.0,78000.0,0.33,1.0,1.0,OK,va,Native american,Hispanic,Male,1.0
0.05125,0.00808,155000.0,0.85,1,0,175000.0,52000.0,0.41,1.0,1.0,OK,conventional,Asian,Non-Hispanic,Female,1.0
0.0425,0.0074,435000.0,0.97,1,0,455000.0,137000.0,0.38,1.0,1.0,NY,conventional,White,Non-Hispanic,Male,1.0
0.0425,0.00428,275000.0,0.70935,1,0,395000.0,190000.0,0.25,0.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.04,-0.00516,135000.0,0.8896999999999999,1,0,145000.0,49000.0,0.25,1.0,1.0,MO,va,White,Non-Hispanic,Male,1.0
0.0425,0.00257,285000.0,0.95,1,0,295000.0,132000.0,0.41,1.0,1.0,MS,conventional,Black,Non-Hispanic,Male,1.0
0.05875,0.01283,215000.0,0.95,1,0,235000.0,95000.0,0.39,1.0,1.0,CA,conventional,White,Non-Hispanic,Male,1.0
0.045,0.00379,245000.0,0.97,1,0,255000.0,55000.0,0.43,1.0,1.0,NC,conventional,White,Non-Hispanic,Male,1.0
0.05125,0.00386,345000.0,0.9,1,0,385000.0,96000.0,0.43,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00368,235000.0,0.95,1,0,255000.0,70000.0,0.33,1.0,1.0,ID,conventional,White,Non-Hispanic,Female,1.0
0.045,0.003888,165000.0,0.97,1,0,165000.0,49000.0,0.49,1.0,1.0,TX,conventional,White,Hispanic,Male,1.0
0.04375,-0.00055,215000.0,1.0214,1,0,215000.0,62000.0,0.25,1.0,1.0,FL,va,White,Non-Hispanic,Female,1.0
0.04625,0.0044,165000.0,0.97,1,0,175000.0,40000.0,0.48,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.001727,55000.0,0.51,1,0,115000.0,16000.0,0.43,1.0,1.0,OH,conventional,White,Non-Hispanic,Female,1.0
0.05,0.01431,145000.0,0.965,1,0,145000.0,43000.0,0.43,1.0,1.0,LA,fha,Native american,Non-Hispanic,Female,1.0
0.04875,0.00899,245000.0,0.97959,1,0,235000.0,81000.0,0.4,1.0,1.0,TX,fsa_rhs,White,Hispanic,Female,1.0
0.045,0.00128,135000.0,0.7,1,0,195000.0,68000.0,0.33,1.0,1.0,GA,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.00297,325000.0,0.95,1,0,345000.0,121000.0,0.39,1.0,1.0,MA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01314,105000.0,0.9386,1,0,105000.0,37000.0,0.4,1.0,1.0,GA,fsa_rhs,White,Non-Hispanic,Female,1.0
0.05125,0.01398,285000.0,0.965,1,0,295000.0,82000.0,0.55,1.0,1.0,WY,fha,White,Non-Hispanic,Male,1.0
0.04625,0.00045,325000.0,0.95,1,0,345000.0,91000.0,0.42,1.0,1.0,CO,conventional,White,Hispanic,Male,1.0
0.04375,-0.0018479999999999,335000.0,0.75,1,0,445000.0,100000.0,0.33,1.0,1.0,NJ,conventional,Asian,Non-Hispanic,Female,1.0
0.04875,0.01196,335000.0,0.9818,1,0,335000.0,83000.0,0.55,1.0,1.0,CA,fha,White,Non-Hispanic,Female,1.0
0.04125,0.00419,125000.0,0.91161,1,0,145000.0,81000.0,0.25,1.0,1.0,NC,conventional,White,Non-Hispanic,Female,1.0
0.0325,0.00136,185000.0,0.95,1,0,195000.0,75000.0,0.33,0.0,1.0,VA,conventional,White,Non-Hispanic,Male,1.0
0.04125,0.01198,255000.0,0.965,1,0,255000.0,98000.0,0.55,1.0,1.0,WA,fha,White,Non-Hispanic,Female,1.0
0.03875,-0.00064,225000.0,1.0,1,0,225000.0,54000.0,0.55,1.0,1.0,OH,va,White,Non-Hispanic,Male,1.0
0.0475,0.00763,135000.0,0.981,1,0,135000.0,39000.0,0.25,1.0,1.0,IN,fsa_rhs,White,Non-Hispanic,Male,1.0
0.0525,0.00759,175000.0,0.8,1,0,215000.0,115000.0,0.33,1.0,1.0,PA,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01184,265000.0,0.965,1,0,275000.0,82000.0,0.33,1.0,1.0,FL,fha,White,Non-Hispanic,Female,1.0
0.04,0.00274,365000.0,0.95,1,0,385000.0,74000.0,0.39,1.0,1.0,VA,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.0157,195000.0,0.965,1,0,195000.0,57000.0,0.55,1.0,1.0,GA,fha,Black,Non-Hispanic,Female,0.0
0.04,0.00463,85000.0,0.8,1,0,105000.0,54000.0,0.25,0.0,1.0,IL,conventional,Asian,Hispanic,Male,1.0
0.045,-0.0003,235000.0,0.85,1,0,275000.0,131000.0,0.45,1.0,1.0,TN,conventional,White,Non-Hispanic,Male,1.0
0.0375,0.00797,355000.0,0.9819,1,0,365000.0,95000.0,0.47,1.0,1.0,NJ,fha,White,Hispanic,Female,1.0
0.03875,-0.00055,385000.0,0.8,1,0,475000.0,58000.0,0.45,1.0,1.0,TN,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00739,135000.0,0.9775,1,0,135000.0,44000.0,0.38,1.0,1.0,OK,fha,Native american,Non-Hispanic,Female,1.0
0.0475,0.01299,175000.0,0.9818,1,0,175000.0,62000.0,0.33,1.0,1.0,SC,fha,White,Non-Hispanic,Female,1.0
0.0425,0.00817,145000.0,0.965,1,0,145000.0,69000.0,0.47,1.0,1.0,MT,fha,Native american,Non-Hispanic,Female,1.0
0.0475,0.00181,145000.0,0.75,1,0,195000.0,37000.0,0.47,1.0,1.0,FL,conventional,Asian,Non-Hispanic,Female,1.0
0.0475,0.0017699999999999,415000.0,0.5223,1,0,785000.0,204000.0,0.25,1.0,1.0,OR,conventional,White,Non-Hispanic,Female,1.0
0.045,0.000981,505000.0,0.85,1,0,595000.0,248000.0,0.39,1.0,0.0,FL,conventional,White,Non-Hispanic,Male,1.0
0.0475,0.01209,125000.0,0.965,1,0,125000.0,64000.0,0.55,1.0,1.0,IN,fha,White,Non-Hispanic,Female,1.0
0.0495,0.00586,255000.0,0.8,1,0,315000.0,115000.0,0.44,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00041,195000.0,1.0,1,0,195000.0,46000.0,0.33,1.0,1.0,WI,va,White,Non-Hispanic,Male,1.0
0.04,0.01141,155000.0,0.965,1,0,155000.0,0.0,0.55,1.0,1.0,MD,fha,White,Non-Hispanic,Male,1.0
0.04625,0.00274,275000.0,1.0,1,0,265000.0,70000.0,0.75,1.0,1.0,VA,va,White,Non-Hispanic,Female,1.0
0.04625,0.01096,205000.0,0.9818,1,0,205000.0,57000.0,0.47,1.0,1.0,GA,fha,Black,Non-Hispanic,Female,1.0
0.0425,0.0009,245000.0,0.8,1,0,305000.0,117000.0,0.1,1.0,1.0,NC,conventional,Asian,Non-Hispanic,Male,1.0
0.045,-0.00025,295000.0,0.85,1,0,355000.0,70000.0,0.49,1.0,1.0,TX,conventional,White,Non-Hispanic,Female,1.0
0.045,0.00045,145000.0,0.85,1,0,175000.0,46000.0,0.25,1.0,1.0,IN,conventional,White,Non-Hispanic,Male,1.0
0.04625,0.002369,105000.0,0.75,1,0,135000.0,48000.0,0.33,1.0,1.0,IL,conventional,White,Non-Hispanic,Female,1.0
0.05125,0.0026,355000.0,0.8,1,0,435000.0,150000.0,0.42,1.0,1.0,GA,conventional,White,Hispanic,Male,1.0
0.045,0.00112,635000.0,0.8,1,0,795000.0,250000.0,0.25,1.0,1.0,NJ,conventional,White,Non-Hispanic,Female,1.0
0.04,0.0035399999999999,125000.0,1.0,1,0,125000.0,81000.0,0.25,0.0,1.0,MN,va,White,Non-Hispanic,Male,1.0
0.05375,0.0132299999999999,135000.0,0.95,1,0,135000.0,73000.0,0.33,1.0,1.0,FL,conventional,White,Non-Hispanic,Female,1.0
0.04625,0.01347,135000.0,0.9818,1,0,135000.0,60000.0,0.55,1.0,1.0,MO,fha,White,Non-Hispanic,Male,1.0
0.04875,0.0032,175000.0,0.77578,1,0,225000.0,41000.0,0.42,1.0,1.0,KY,conventional,White,Non-Hispanic,Female,1.0
0.05375,0.00982,105000.0,1.0146,1,0,115000.0,43000.0,0.25,1.0,1.0,PA,conventional,White,Non-Hispanic,Female,1.0
0.04875,0.00644,285000.0,0.97,1,0,295000.0,94000.0,0.36,1.0,1.0,VA,conventional,White,Non-Hispanic,Male,1.0
0.05375,0.01962,275000.0,0.9818,1,0,285000.0,60000.0,0.55,1.0,1.0,OR,fha,Black,Non-Hispanic,Female,0.0
0.03625,-0.001504,395000.0,0.95,1,0,415000.0,103000.0,0.33,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.035,-0.00033,925000.0,0.7744,0,84,1205000.0,168000.0,0.43,1.0,0.0,CA,conventional,Asian,Non-Hispanic,Female,1.0
0.05375,0.01294,75000.0,0.9,0,60,95000.0,92000.0,0.1,1.0,1.0,MI,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.00768,215000.0,0.97,1,0,215000.0,42000.0,0.41,1.0,1.0,AZ,conventional,Asian,Non-Hispanic,Male,1.0
0.0425,0.0084,245000.0,0.94495,1,0,265000.0,95000.0,0.33,1.0,1.0,MN,conventional,White,Non-Hispanic,Female,1.0
0.0525,0.00976,105000.0,0.95,1,0,115000.0,38000.0,0.33,1.0,1.0,PR,conventional,White,Hispanic,Female,1.0
0.04375,0.01047,345000.0,0.965,1,0,355000.0,71000.0,0.41,1.0,1.0,VA,fha,White,Non-Hispanic,Female,1.0
0.0575,0.02265,95000.0,0.9991,1,0,95000.0,27000.0,0.55,1.0,1.0,TX,fha,White,Hispanic,Female,0.0
0.04375,0.0023499999999999,195000.0,0.8,1,0,245000.0,81000.0,0.33,1.0,1.0,LA,conventional,White,Non-Hispanic,Male,1.0
0.04375,-0.0020499999999999,235000.0,0.8,1,0,295000.0,156000.0,0.25,1.0,1.0,TX,conventional,White,Non-Hispanic,Male,1.0
0.04875,0.01317,65000.0,1.03501,1,0,65000.0,39000.0,0.25,1.0,1.0,PA,conventional,Black,Non-Hispanic,Female,1.0
0.045,0.0104,245000.0,0.97,1,0,255000.0,65000.0,0.49,1.0,1.0,AZ,conventional,White,Non-Hispanic,Female,1.0
0.045,0.0017399999999999,255000.0,0.9,1,0,275000.0,118000.0,0.25,1.0,1.0,MD,conventional,Black,Non-Hispanic,Male,1.0
0.045,0.00167,115000.0,0.7823,1,0,145000.0,30000.0,0.42,1.0,1.0,NJ,conventional,White,Hispanic,Female,1.0
0.04875,0.01352,235000.0,0.965,1,0,235000.0,47000.0,0.55,1.0,1.0,SC,fha,White,Non-Hispanic,Male,1.0
0.05,0.0136,125000.0,0.98188,1,0,135000.0,60000.0,0.45,1.0,1.0,KY,fha,White,Non-Hispanic,Female,1.0
